
M'sia(开VPN),#genre#
国家地理,https://livecdn.fptplay.net/foxlive/natgeohd_hls.smil/chunklist_b2500000.m3u8
法国24,https://livecdn.fptplay.net/world/france24_hls.smil/chunklist_b2500000.m3u8
NHK世界,https://livecdn.fptplay.net/world/nhkworld_hls.smil/chunklist_b2500000.m3u8
KBS Wolrd,http://41.216.189.186/daili/ce50.php?gun=3&token=7hfksss224a&id=KBS
Oh!k,http://41.216.189.186/daili/ce50.php?gun=3&token=7hfksss224a&id=Ohk
HBO,http://41.216.189.186/daili/ce50.php?gun=3&token=7hfksss224a&id=Hbo
HGTV,http://41.216.189.186/daili/ce50.php?gun=3&token=7hfksss224a&id=HGTV
NatGeo Wild,http://41.216.189.186/daili/ce50.php?gun=3&token=7hfksss224a&id=Natgeowild
Da Vinci,https://livecdn.fptplay.net/world/davincihd_hls.smil/chunklist_b2500000.m3u8
Channel [V],https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8
MTV Yo!,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS01/master.m3u8
MTV Biggest Pop,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master.m3u8
MTV Block Party,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS03/master.m3u8
MTV WMA,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS08/master.m3u8



港澳电影(YY),#genre#
翡翠台,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=qojgxuet23496567/20
NOW新闻,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=uadgdzil39460877/19
有线603,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=jtyikjsb45804900/18
无线新闻,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=hod00568
有线新闻,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=uqbyolqs25249356/14
有线J2,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=fuliyobf42922498/3
开电视,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=ibugejgr56835280/13
东森洋片台,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=jgjtpdzc68498932/75
卡式卫视台,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=sfjkfhve04255284/23
AXN电影台,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=lgdhdhqt88784905/85
HBO电影台,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=rfqnjajk68272879/64
美亚电影台,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=timddnjt55854138/70
星卫电影台,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=oujtjnvy24494613/71
东森电影台,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=fczwczoe08763676/74
壹电视新闻台,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=xtxndaws57833801/50
民视新闻,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=cmcfizof46736198/36
有线电影台,http://41.216.189.186/daili/ce50.php?gun=7&token=7hfksss224a&id=yvlvlvso41628534/16
TVB星河频道,http://41.216.189.186/daili/qita222.php?token=7hfksss224a&gd=3&id=319
卫视卡式台,http://93.190.139.35:8278/streams/d/Weishilegend/playlist.m3u8
TVB 星河台,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
广东体育,http://93.190.139.36:8278/streams/d/gdsports/playlist.m3u8
翡翠华丽台,http://41.216.189.186/daili/qita222.php?token=7hfksss224a&gd=2&id=Wlt


⚽体育综合,#genre#
纬来体育,rtmp://161.202.204.248/sat/tv721
爱尔达体育1,rtmp://59.124.75.153:1935/sat/md011
爱尔达体育2,rtmp://59.124.75.153:1935/sat/md021
爱尔达体育3,rtmp://59.124.75.153:1935/sat/md031
爱尔达体育4,rtmp://59.124.75.153:1935/sat/md041
爱尔达体育5,rtmp://59.124.75.153:1935/sat/md051
ELEVEN+体育,rtmp://59.124.75.153:1935/sat/md031
博斯运动1,,rtmp://59.124.75.153:1935/sat/md041
ELEVEN2体育,rtmp://59.124.75.153/sat/md051
ELEVEN1体育,rtmp://59.124.75.153:1935/sat/tv731
ELEVEN2体育,rtmp://59.124.75.153:1935/sat/tv741
緯來體育,rtmp://161.202.204.248/sat/tv721#rtmp://161.202.204.248:1935/sat/tv721 
緯來體育,rtmp://59.124.75.153/sat/tv721 
緯來體育,http://198.16.106.62:8278/streams/d/videolandsport_zero/playlist.m3u8 
愛爾達體育2台,rtmp://161.202.204.248/sat/md011 
愛爾達體育1台,rtmp://161.202.204.248/sat/md021 
ELEVEN2,rtmp://161.202.204.248/sat/md031 
ELEVEN+,rtmp://161.202.204.248/sat/md041 
愛爾達體育3台,rtmp://161.202.204.248/sat/md051 
愛爾達體育2台,rtmp://59.124.75.153/sat/md011 
愛爾達體育1台,rtmp://59.124.75.153/sat/md021 
ELEVEN2,rtmp://59.124.75.153:1935/sat/md031 
ELEVEN+,rtmp://59.124.75.153:1935/sat/md041 
愛爾達體育3台,rtmp://59.124.75.153/sat/md051 

ESPN-p5p,p5p://0198.02686.cc:16871/5f37ecd5000cc93142ee509a1520c75e.ts
NBCSportsHD-p5p,p5p://0198.02686.cc:16871/5d1a69e4000e44c011be9b68f012ff10.ts
ELEVEN1(soccer),http://207.110.52.61:8080/s/hls/5/3570/eleven_sports_1_355/1/1/index.m3u8
Eleven Sports 1,http://usa3.iptvteam.org:8000/paulo/2016/545
Eleven Sports 2,http://usa3.iptvteam.org:8000/paulo/2016/89
Eleven Sports 3,http://usa3.iptvteam.org:8000/paulo/2016/150
Eleven Sports 4,http://usa3.iptvteam.org:8000/paulo/2016/66
Eleven Sports 5,http://usa3.iptvteam.org:8000/paulo/2016/139
Eleven Sports 6,http://usa3.iptvteam.org:8000/paulo/2016/96
Sporting TV,http://usa3.iptvteam.org:8000/paulo/2016/526
Sporting TV HD,http://usa3.iptvteam.org:8000/paulo/2016/645
Sport TV + HD,http://usa3.iptvteam.org:8000/paulo/2016/531
Sport TV+,http://usa3.iptvteam.org:8000/paulo/2016/234
Sport TV NBA,http://usa3.iptvteam.org:8000/paulo/2016/77
Sport TV 1 HD,http://usa3.iptvteam.org:8000/paulo/2016/108
Sport TV 2 HD,http://usa3.iptvteam.org:8000/paulo/2016/102
Sport TV 3 HD,http://usa3.iptvteam.org:8000/paulo/2016/132
Sport TV 4,http://usa3.iptvteam.org:8000/paulo/2016/86
Sport TV 5,http://usa3.iptvteam.org:8000/paulo/2016/78
NBA HD,https://www.livedoomovie.com/02_nbahd_720p/chunklist.m3u8
FS3LIVE,https://www.livedoomovie.com/02_FoxSport3_TH_720p/chunklist.m3u8
ViuTVsix,http://185.207.176.189:8080/channels/tv-96/playlist.m3u8
广东体育,http://93.190.139.36:8278/streams/d/gdsports/playlist.m3u8
FOX Sport HD 1,https://austchannel-live.akamaized.net/hls/live/2002736/austchannel-sport/master.m3u8
Fox Sport1,https://www.livedoomovie.com/02_foxsport_720p/chunklist.m3u8
Fox Sport2,https://www.livedoomovie.com/02_FoxSport2_TH_720p/chunklist.m3u8
CCTV5-39,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5+39,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5-39-1,http://39.135.32.24:6610/000000001000/1000000001000004794/index.m3u8?i
CCTV5+117,http://117.169.124.46:6410/ysten-businessmobile/live/hdcctv05plus/1.m3u8
FoxSports2 77,http://77.83.117.60:8888/02_FoxSport2_TH_720p/chunklist.m3u8
FoxSports3 77,http://77.83.117.60:8888/02_FoxSport3_TH_720p/chunklist.m3u8
FoxSports1 77,http://77.83.117.60:8888/02_foxsport_720p/chunklist.m3u8
BT Sports 1,http://77.83.117.60:8888/02_BTSPORTHD_1_720p/chunklist.m3u8
劲爆体育,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/4000000/mnf.m3u8
魅力足球,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/mlyyhd/4000000/mnf.m3u8
五星体育,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
新视觉,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/xsjhd/4000000/mnf.m3u8
超级体育ᴴᴰ,http://39.134.155.137/PLTV/88888888/224/3221225653/index.m3u8
超级体育,http://39.134.155.153/PLTV/88888888/224/3221225576/index.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
咪咕·PP体育1,http://39.134.65.162/PLTV/88888888/224/3221225611/index.m3u8
Bein1 Sports,http://31.220.41.88:8081/live/bein1.stream/playlist.m3u8
Bein2 Sports,http://31.220.41.88:8081/live/bein2.stream/playlist.m3u8
Bein3 Sports,http://31.220.41.88:8081/live/bein3.stream/playlist.m3u8
Bein4 Sports,http://31.220.41.88:8081/live/bein4.stream/playlist.m3u8
Bein5 Sports,http://31.220.41.88:8081/live/bein5.stream/playlist.m3u8
Bein6 Sports,http://31.220.41.88:8081/live/bein6.stream/playlist.m3u8
Bein7 Sports,http://31.220.41.88:8081/live/bein7.stream/playlist.m3u8
Bein8 Sports,http://31.220.41.88:8081/live/bein8.stream/playlist.m3u8
Bein9 Sports,http://31.220.41.88:8081/live/bein9.stream/playlist.m3u8
广东体育频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=8&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
冬奥纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225676/index.m3u8
新视觉台 HD,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
魅力足球HD,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
咪咕视频·PP体育1,http://39.134.65.162/PLTV/88888888/224/3221225611/index.m3u8





⚽境外频道,#genre#
HBO,https://gratismkctv.net/film/hbo.m3u8
NBA HD,https://www.livedoomovie.com/02_nbahd_720p/chunklist.m3u8
ELEVEN1,http://207.110.52.61:8080/s/hls/5/3570/eleven_sports_1_355/1/1/index.m3u8
ELEVEN2,http://207.110.52.61:8080/s/hls/5/9335/eleven_sports_2_303/1/1/index.m3u8
[V] HD,https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8
FOX HD,https://livecdn.fptplay.net/foxlive/foxhd_hls.smil/chunklist_b2500000.m3u8
FOX MOVIES,https://livecdn.fptplay.net/foxlive/foxmovieshd_hls.smil/chunklist_b2500000.m3u8
Asian Food Network,https://livecdn.fptplay.net/world/afchd_hls.smil/chunklist_b2500000.m3u8
Outdoor Channel,https://livecdn.fptplay.net/world/outdoorfhd_hls.smil/chunklist_b2500000.m3u8
National Geographic HD,https://livecdn.fptplay.net/foxlive/natgeohd_hls.smil/chunklist_b2500000.m3u8
TVB翡翠台,https://cdn.hkdtmb.com/hls/81/index.m3u8
TVB J2,https://cdn.hkdtmb.com/hls/82/index.m3u8
TVB 新闻,https://cdn.hkdtmb.com/hls/83/index.m3u8
明珠台(en),https://cdn.hkdtmb.com/hls/84/index.m3u8
财经资讯台,https://cdn.hkdtmb.com/hls/85/index.m3u8
港台31,https://cdn.hkdtmb.com/hls/31/index.m3u8
港台32,https://cdn.hkdtmb.com/hls/32/index.m3u8
港台33,https://cdn.hkdtmb.com/hls/33/index.m3u8
ViuTV,https://cdn.hkdtmb.com/hls/99/index.m3u8
ViuTVsix,https://cdn.hkdtmb.com/hls/96/index.m3u8
open hd,https://cdn.hkdtmb.com/hls/77/index.m3u8
HKIBC hd,https://cdn.hkdtmb.com/hls/76/index.m3u8
TVB NEWS,http://livetv.dnsfor.me:80/channel.10.m3u8
TVB翡翠台,http://185.207.176.189:8080/channels/tv-81/playlist.m3u8
TVB J2,http://185.207.176.189:8080/channels/tv-82/playlist.m3u8
TVB 新闻,http://185.207.176.189:8080/channels/tv-83/playlist.m3u8
明珠台,http://185.207.176.189:8080/channels/tv-84/playlist.m3u8
财经资讯台,http://185.207.176.189:8080/channels/tv-85/playlist.m3u8
港台31,http://185.207.176.189:8080/channels/tv-31/playlist.m3u8
港台32,http://185.207.176.189:8080/channels/tv-32/playlist.m3u8
港台33,http://185.207.176.189:8080/channels/tv-33/playlist.m3u8
ViuTV,http://185.207.176.189:8080/channels/tv-99/playlist.m3u8
ViuTVsix,http://185.207.176.189:8080/channels/tv-96/playlist.m3u8
open hd,http://185.207.176.189:8080/channels/tv-77/playlist.m3u8
HKIB hd,http://185.207.176.189:8080/channels/tv-76/playlist.m3u8
翡翠台,http://61.238.6.49:8000/bysid/1
明珠台,http://61.238.6.49:8001/bysid/2
J2,http://61.238.6.49:8001/bysid/82
无线新闻台,http://61.238.6.49:8001/bysid/83
无线财经台,http://61.238.6.49:8001/bysid/85
ViuTV,http://61.238.6.49:8000/bysid/99
ViuTV6,http://61.238.6.49:8000/bysid/96
天映频道,http://50.7.161.82:8278/streams/d/Celestial/playlist.m3u8
天映频道(粵),http://210.210.155.35/qwr9ew/s/s33/01.m3u8
天映经典,http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
TVB 星河,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
翡翠台,http://198.16.106.62:8278/streams/d/Wlt/playlist.m3u8
astor AOD,http://198.16.106.62:8278/streams/d/AodHD/playlist.m3u8
有线新闻台,https://api.leonardpark.dev/live/icable/109
有线财经资讯台,https://api.leonardpark.dev/live/icable/108
有线直播台,https://api.leonardpark.dev/live/icable/110
now直播台,https://api.leonardpark.dev/live/now/331
RTHK31,https://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_2052_av-p.m3u8?sd=10&rebase=on
RTHK32,https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_1080_av-p.m3u8?sd=10&rebase=on
香港开电视,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
香港電台視像新聞直播,https://rthkcnews-lh.akamaihd.net/i/rthknews_1@312607/index_190000011_av-b.m3u8
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
C+频道,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
亚美卫视,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
澳门奥视,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳门葡语,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/index.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/index.m3u8
澳视卫星,http://61.244.22.4/ch3/ch3.live/index.m3u8
澳视综艺,http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门卫视台,http://61.244.22.4/ch3/ch3.live/chunklist_w415594313.m3u8
FTV ①,http://fash1043.cloudycdn.services/slive/_definst_/ftv_midnite_secrets_adaptive.smil/chunklist_b4700000_t64MTA4MHA=.m3u8
FTV ②,https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_paris_pg_4dg_27027_paris_pg18_188_hls.smil/playlist.m3u8
FTV ③, International,https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_pg13_zw9_27065_ftv_pg13_196_hls.smil/chunklist_b4700000_t64MTA4MHA=.m3u8
HD Fashion,http://95.67.47.114/hls/hdfashion_ua_hi/index.m3u8
WFTV,https://wfc.bonus-tv.ru/cdn/wfcint/index.m3u8
WFTV,https://wfc.bonus-tv.ru/cdn/wfcrus/index.m3u8
MTV now-breakfast-club,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/master.m3u8
Bloomberg TV Asia,https://liveprodapnortheast.global.ssl.fastly.net/ap1/Channel-APTVqvs-AWS-tokyo-1/Source-APTVqvs-1000-1_live.m3u8
Sky News,https://skynews2-plutolive-vo.akamaized.net/cdhlsskynewsamericas/1013/latest.m3u8?serverSideAds=true
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
日本NHK华语,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Al Jazeera,https://live-hls-web-aje.getaj.net/AJE/index.m3u8
RT,https://rt-news-gd.secure2.footprint.net/1103.m3u8
boo恐怖片,http://50.7.161.82:8278/streams/d/Boo/playlist.m3u8
八度空间,http://50.7.161.82:8278/streams/d/TV8/playlist.m3u8
全佳,http://50.7.161.82:8278/streams/d/Quanjia/playlist.m3u8
双星,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
小太阳,http://50.7.161.82:8278/streams/d/Xiaotaiyang/playlist.m3u8
Hello,http://50.7.161.82:8278/streams/d/Hello/playlist.m3u8
Sony HD,http://50.7.161.82:8278/streams/d/SetOne/playlist.m3u8
tvN,http://50.7.161.82:8278/streams/d/TVN/playlist.m3u8
KBS Wolrd,http://50.7.161.82:8278/streams/d/KBS/playlist.m3u8
Oh!k,http://50.7.161.82:8278/streams/d/Ohk/playlist.m3u8
HBO HD,http://50.7.161.82:8278/streams/d/Hbo/playlist.m3u8
HBO,http://198.16.106.62:8278//streams/d/sundance_twn/playlist.m3u8
HGTV,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
NatGeo Wild HD,http://50.7.161.82:8278/streams/d/Natgeowild/playlist.m3u8
鳳凰衛視香港台,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8
凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8
CHC高清电影,http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC家庭影院,http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC动作电影,http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
南国都市 4K,https://www.navchina.cf/IPTV/guangzhou.php?id=ngds
爱上4K,http://39.134.24.220/PLTV/88888888/224/3221226005/index.m3u8
4K超清-北京IPTV,http://221.179.217.94/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8
4K花园娱乐,http://223.110.243.163/ott.js.chinamobile.com/PLTV/3/224/3221227749/index.m3u8
SBS,http://121.130.210.101:9981/stream/channelid/452261212
MBC,http://121.130.210.101:9981/stream/channelid/2080997794
KBS2,http://221.164.220.149:9981/stream/channelid/894987743
KBS1,http://221.164.220.149:9981/stream/channelid/636335743
?? MBC,http://221.164.220.149:9981/stream/channelid/1041818234
EBS,http://221.164.220.149:9981/stream/channelid/1083546416
WarnerTV HD,https://www.livedoomovie.com/02_WarnerTVHD_720p/chunklist.m3u8
Tennis HD,https://www.livedoomovie.com/02_TennisHD_720p/chunklist.m3u8
NBA HD,https://www.livedoomovie.com/02_nbahd_720p/chunklist.m3u8
HISTORY HD,https://www.livedoomovie.com/02_HISTORYHD_720p/chunklist.m3u8
H2 HD,https://www.livedoomovie.com/02_H2HD_720p/chunklist.m3u8
Golf HD,https://www.livedoomovie.com/02_golfhd_720p/chunklist.m3u8
Fox Sport3,https://www.livedoomovie.com/02_FoxSport3_TH_720p/chunklist.m3u8
Fox Sport2,https://www.livedoomovie.com/02_FoxSport2_TH_720p/chunklist.m3u8
Fox Sport1,https://www.livedoomovie.com/02_foxsport_720p/chunklist.m3u8
DiscoveryHDWorld,https://www.livedoomovie.com/02_DiscoveryHDWorld/chunklist.m3u8
AnimalPlanet,https://www.livedoomovie.com/02_AnimalPlanet/chunklist.m3u8
AstroArena,http://50.7.161.82:8278/streams/d/arena_pye/playlist.m3u8
無綫新聞台,http://www.chahaoquan.com/wz/epg/tvb.php?id=1
無綫財經資訊台,http://www.chahaoquan.com/wz/epg/tvb.php?id=2
無綫新聞,http://www.chahaoquan.com/wz/epg/tvb.php?id=3
無綫直播,http://www.chahaoquan.com/wz/epg/tvb.php?id=4
凤凰资讯(代),http://www.chahaoquan.com/wz/epg/fhdl.php?id=1
凤凰中文(代),http://www.chahaoquan.com/wz/epg/fhdl.php?id=2
凤凰香港(代),http://www.chahaoquan.com/wz/epg/fhdl.php?id=3
HBO原創電影,http://198.16.106.62:8278/streams/d/hbosignature_zero/playlist.m3u8
Food亞洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
Channel [V],https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8
MTV Live,http://198.16.106.62:8278/streams/d/mtvlive_zero/playlist.m3u8
HBO,https://gratismkctv.net/film/hbo.m3u8
NBA HD,https://www.livedoomovie.com/02_nbahd_720p/chunklist.m3u8
ELEVEN1,http://207.110.52.61:8080/s/hls/5/3570/eleven_sports_1_355/1/1/index.m3u8
ELEVEN2,http://207.110.52.61:8080/s/hls/5/9335/eleven_sports_2_303/1/1/index.m3u8
[V] HD,https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8
FOX HD,https://livecdn.fptplay.net/foxlive/foxhd_hls.smil/chunklist_b2500000.m3u8
FOX MOVIES,https://livecdn.fptplay.net/foxlive/foxmovieshd_hls.smil/chunklist_b2500000.m3u8
Asian Food Network,https://livecdn.fptplay.net/world/afchd_hls.smil/chunklist_b2500000.m3u8
Outdoor Channel,https://livecdn.fptplay.net/world/outdoorfhd_hls.smil/chunklist_b2500000.m3u8
National Geographic HD,https://livecdn.fptplay.net/foxlive/natgeohd_hls.smil/chunklist_b2500000.m3u8
RHK31,http://livetv.dnsfor.me:80/channel.1.m3u8
RTHK32,http://livetv.dnsfor.me:80/channel.2.m3u8
HongKong开电视,http://livetv.dnsfor.me:80/channel.9.m3u8
無綫新聞台,http://livetv.dnsfor.me:80/channel.10.m3u8
無綫財經資訊台,http://livetv.dnsfor.me:80/channel.11.m3u8
NOW SPORT,http://livetv.dnsfor.me:80/channel.12.m3u8
ATV,http://livetv.dnsfor.me:80/channel.14.m3u8
HKS,http://livetv.dnsfor.me:80/channel.15.m3u8
CCTV 5,http://livetv.dnsfor.me:80/channel.17.m3u8
TVB,http://livetv.dnsfor.me:80/channel.18.m3u8
J2,http://livetv.dnsfor.me:80/channel.19.m3u8
VIU TV,http://livetv.dnsfor.me:80/channel.20.m3u8
UNIVERSE TV,http://livetv.dnsfor.me:80/channel.23.m3u8
亚旅卫视,http://livetv.dnsfor.me:80/channel.24.m3u8
D100 PBS台,http://livetv.dnsfor.me/channel.109.m3u8
鳳凰衛視資訊台,http://livetv.dnsfor.me/channel.21.m3u8
鳳凰香港,http://livetv.dnsfor.me/channel.16.m3u8
賽事直擊,http://livetv.dnsfor.me/channel.13.m3u8
香港電台 第二台,http://livetv.dnsfor.me/channel.102.m3u8
香港電台 第三台,http://livetv.dnsfor.me/channel.103.m3u8
香港電台 第四台,http://livetv.dnsfor.me/channel.104.m3u8
香港電台 第五台,http://livetv.dnsfor.me/channel.105.m3u8
香港電台 第一台,http://livetv.dnsfor.me/channel.101.m3u8
香港国际财经台,https://www.navchina.cf/IPTV/icable.php?id=76
香港开电视,https://www.navchina.cf/IPTV/icable.php?id=77
无线财经,http://www.chahaoquan.com/wz/epg/tvb.php?id=2
無綫新聞 newsevent1,http://www.chahaoquan.com/wz/epg/tvb.php?id=3
無綫新聞 newsevent2,http://www.chahaoquan.com/wz/epg/tvb.php?id=4
無線新聞台,http://198.16.106.62:8278/streams/d/inews_twn/playlist.m3u8
有線新聞台,http://198.16.106.62:8278/streams/d/hkcnews_twn/playlist.m3u8
Discovery Channel,http://htv-drm-live-cdn.fptplay.net/CDN-FPT02/DISCOVERY-HD-1080p/playlist.m3u8
HBO,http://50.7.161.82:8278/streams/d/Hbo/playlist.m3u8
ELTA綜合台,http://198.16.106.62:8278/streams/d/eltazonghe_zero/playlist.m3u8
ELTA影劇台,http://198.16.106.62:8278/streams/d/eltadrama_zero/playlist.m3u8
FOX HD,http://198.16.106.62:8278/streams/d/foxhd_zero/playlist.m3u8
FOX犯罪電影,http://198.16.106.62:8278/streams/d/foxcrime_zero/playlist.m3u8
FOX動作電影,http://198.16.106.62:8278/streams/d/foxaction_zero/playlist.m3u8
FOX家庭電影,http://198.16.106.62:8278/streams/d/foxfamily_zero/playlist.m3u8
HBO原創電影,http://198.16.106.62:8278/streams/d/hbosignature_zero/playlist.m3u8
Food亞洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
BBC lifestyle,http://198.16.106.62:8278/streams/d/bbclifestyle_zero/playlist.m3u8
EVE,http://198.16.106.62:8278/streams/d/eve_zero/playlist.m3u8
SLEVEN2,http://198.16.106.62:8278/streams/d/luxetv_zero/playlist.m3u8
Nick,http://198.16.106.62:8278/streams/d/Nickelodeon/playlist.m3u8
Nick JR,http://198.16.106.62:8278/streams/d/Nickjr/playlist.m3u8
Babytv,http://198.16.106.62:8278/streams/d/Babytv/playlist.m3u8
Cbeebies,http://198.16.106.62:8278/streams/d/Cbeebies/playlist.m3u8
Disneyxd,http://198.16.106.62:8278/streams/d/Disneyxd/playlist.m3u8
Disneyjr,http://198.16.106.62:8278/streams/d/Disneyjr/playlist.m3u8
TLC旅遊生活,http://198.16.106.62:8278/streams/d/tlcasia_zero/playlist.m3u8
韩国娱乐台,http://93.190.139.36:8278/streams/d/chcaction/playlist.m3u8
KBS World,https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist_b2500000.m3u8
RT,http://rt-doc.secure.footprint.net/1101_2500Kb.m3u8
SBS,https://www.navchina.cf/IPTV/sbs.php?id=S01
SBS Sports,https://www.navchina.cf/IPTV/sbs.php?id=S02
SBS Plus,https://www.navchina.cf/IPTV/sbs.php?id=S03
SBS Fun,https://www.navchina.cf/IPTV/sbs.php?id=S04
SBS Golf,https://www.navchina.cf/IPTV/sbs.php?id=S05
SBS Biz,https://www.navchina.cf/IPTV/sbs.php?id=S06
SBS POWER FM,https://www.navchina.cf/IPTV/sbs.php?id=S07
SBS LOVE FM,https://www.navchina.cf/IPTV/sbs.php?id=S08
SBS MTV,https://www.navchina.cf/IPTV/sbs.php?id=S09
SBS GorealraM,https://www.navchina.cf/IPTV/sbs.php?id=S19
SBS International,https://streaming-a-802.cdn.nextologies.com/SBS_Live_HD/live/SBS_Live_HD_1500k/chunks.m3u8
SBS Plus International,https://streaming-a-802.cdn.nextologies.com/SBS_Plus/live/SBS_Plus_1500k/chunks.m3u8
Animax Japan,http://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8
HGTV50,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
BBC Lifestyle,http://livecdn.fptplay.net/qnetlive/bbclifestyle_2000.stream/chunklist.m3u8
NAT GEO WILD,http://50.7.161.82:8278/streams/d/Natgeowild/playlist.m3u8
